Start Time,End Time,English,About.Time.open subtitle.srt
20:11,20:14,I'm just saying that to be nice. It's two years actually.,اينو ميگم که خوب رفتار کرده باشم راستيتش دوسال شده
20:16,20:20,<i>So six lonely months went by and it was still just me and Harry.</i>,<i>پس شش ماه در تنهايي گذروندم و هنوز فقط من و هري بوديم</i>
20:21,20:23,<i>Me lawyer-ing every hour of the day and night.</i>,<i>من تمام ساعات روز و شب در حال وکالت بودم</i>
20:23,20:26,<i>And him putting the finishing touches to his new play.</i>,<i>و اون هم آخرين کارهاي نمايشنامه جديدش رو انجام ميداد</i>
20:28,20:31,"<i>No matter how many girls there were in the world,</i>",<i>،و مهم نبود که چند تا دختر تو دنيا وجود داشتن</i>
20:31,20:34,<i>I always seemed to end up with Rory.</i>,<i>به نظر هميشه فقط من ميموندم و روري</i>
20:34,20:35,Hello.,سلام
20:36,20:38,"<i>Until, out of the blue,</i>",<i>،تاوقتيکه يک دفعه</i>
20:38,20:43,"<i>on a dodgy night out with dodgy Jay, something miraculous happened.</i>",<i>،در يک شب موهوم با جي موهوم يک اتفاق معجزه آسا رخ داد</i>
20:44,20:45,"...the waiters are,",،پيشخدمت ها
20:46,20:48,"wait for this, right, they're blind.",منتظر اين باش   - درسته - کور هستن -
20:48,20:49,Oh! You're kidding me?,شوخيت گرفته؟
20:49,20:52,"I'm kidding you not. No, as bats. As bats!",شوخي نميکنم، نه نه مثل خفاش ميمونن. خفاش
20:53,20:55,"Very good to have you here, gentlemen.",خوش آمديد آقايون
20:55,20:57,I hope you enjoy your experience.,اميدوارم از تجربه‌تون لذت ببريد
20:57,20:59,Carlo will show you to your table.,کارلو ميزتون رو بهتون نشون ميده
20:59,21:01,"Great. Lead on, maestro.",عاليه. بزن بريم
21:01,21:04,"Can I have your right hand on my right shoulder, please?",ميشه لطفا دست راستتون رو بذاريد روي شونه سمت راستم؟
21:04,21:06,And your friend hold on to your shoulder. Thank you.,و دوستت هم دستش رو شونه شما باشه؟ ممنون
21:10,21:13,Mind the stairs and be prepared because,...حواستون به پله ها باشه و آماده باشين چون
21:14,21:16,it's completely dark.,کاملا تاريکه
21:18,21:20,"Okay, gentlemen, if you don't mind,",باشه آقايون، اگه مشکلي نيست
21:20,21:22,I can sit you here beside these two young ladies.,ميتونم اينجا کنار اين دو خانم جوان بنشونمتون
21:22,21:24,"No, no. Sounds absolutely perfect!",نه نه، عالي به نظر ميرسه
21:24,21:27,"Oh, God, you sound very perky.",واي خدايا، خيلي گستاخ به نظر ميرسي
21:27,21:28,I am. And very handsome.,خوب هستم و خيلي خوش قيافه
21:29,21:31,Oh! Someone's there.,اوه. يکي اينجاست
21:31,21:33,Hi. Hi. I'm Mary.,سلام - سلام. من مري هستم -
21:33,21:36,"I'm Tim. Mary's my mother's name, actually.",من تيم هستم. راستش اسم مادرم هم مري هست
21:36,21:39,Does it suit her? Sort of.,اوه، حالا بهش ميخوره؟ - يه جورايي -
21:39,21:42,"Although she's sturdy, so Bernard might have been a better fit.",گرچه يه مقدار تنومنده. پس برنادر ممکن بود بهتر بهش بخوره
21:44,21:45,Okay.,باشه
21:45,21:48,Oh! Something just touched my elbow.,اوه، يه چيزي الان آرنجم رو لمس کرد
21:48,21:49,"Okay, that wasn't me.",باشه، من نبودم
21:49,21:53,"No. Well, that just makes it worse. If it wasn't you, who was it?",اوه نه، اين ديگه بدترش ميکنه اگه تو نبودي، پس کي بود؟
21:53,21:56,It wasn't me because I'm touching something else.,من هم نبودم. چون من دستم رو يه چيزي ديگه ست
21:56,21:59,"Yes, and you'll stop that right away, thank you.",آره، و همين الان اينکارو متوقف کن ممنون
21:59,22:04,"So, girls, be honest, who is more beautiful?",خب، دخترها، راستش رو بگين کدومتون خوشگل تره؟
22:04,22:05,"- Oh, I am. - Yeah. She is.",من - آره، همينطوره -
22:05,22:06,Excellent!,عاليه
22:07,22:08,"Actually, I look like Kate Moss.","راستش من شبيه کيت ماس هستم <font color=""#ff8080"">مُدل انگليسي"
22:08,22:10,Really?,جدي؟
22:10,22:13,No. I sort of look like a squirrel.,نه. يه جورايي شبيه يه سنجابم
22:14,22:16,Do you like Kate Moss?,از کيت ماس خوشت مياد؟
22:16,22:17,I absolutely love her.,قطعا عاشقش هستم
22:17,22:20,"In fact, I almost wore one of her dresses here tonight. You?",درواقع. تقريبا امشب يکي از لباس هاشو پوشيدم
22:20,22:23,"No, no, her clothes look terrible on me.",نه نه، لباس هاش رو من افتضاح ميشن
22:25,22:28,I cannot believe that it's your birthday next week as well.,باورم نميشه که تولد تو هم هفته ديگه ست
22:28,22:32,Your friend Jay is quite enthusiastic.,دوستت جي خيلي اشتياق زيادي داره
22:32,22:34,I actually hate him.,راستش من ازش متنفرم
22:34,22:35,What's Joanna like?,جوانا چه جوريه؟
22:35,22:38,She's basically a prostitute. Yeah.,اون اساسا يه فاحشه ست. آره
22:39,22:41,I think it's strawberry mousse. Ooh!,فکر کنم خامه توت فرنگي باشه
22:41,22:42,Do you want some?,يه کم ميخواي؟
22:42,22:43,Um... Okay. I'll try it.,باشه. بده بياد
22:43,22:45,"Okay, where's your mouth?",باشه، دهنت کجاست؟
22:45,22:46,"Uh, it's...",..اين
22:47,22:49,It's here.,اينجاست
22:49,22:50,Okay. Mmm... There? Oh!,باشه. اينجا؟
22:50,22:52,"Oh, my God, what was that?",واي خداي من، اين چي بود؟
22:52,22:54,That's my eye.,چشمم بود
22:54,22:57,I think there's a lot of... I've got quite a lot of,...فکر کنم کلي ...مقدار زيادي از
22:57,22:59,strawberry mousse in my eye now!,خامه توت فرنگي رفته تو چشمم
22:59,23:01,I'm so sorry.,خيلي متاسفم
23:01,23:04,No. Thank you. That's a new sensation for me.,نه، ممنون. اين برا من حس جديديه
23:06,23:10,"So, maybe I'll see you outside or...",...خب، شايد بتونم بيرون ببينمت يا
23:10,23:12,"Yeah. Yeah, great.",آره آره. عاليه
23:12,23:14,Great. Scary.,عاليه. ترسناکه
23:14,23:16,"Yeah, it's a bit scary.",آره، يه ذره ترسناکه
23:16,23:20,"Oh, my God, I'm so in there. What about you?",واي خداي من. حرف نداشت تو چي؟
23:20,23:23,"I don't know, but she sounded wonderful.",نميدونم. ولي به نظر ميومد شگفت انگيز باشه
23:23,23:24,"Oh, shh!",ششش
23:25,23:27,Joanna? Jay.,جوانا؟ - جي؟ -
23:27,23:29,"Christ, you're a babe.",يا مسيح، عجب جيگري هستي
23:29,23:31,How do you fancy stretching the night,...نظرت چيه که امشب يه ذره
23:31,23:32,out a bit? I can ditch the loser.,بيرون ول بچرخيم ميتونم اين بدبخت رو بپيچونم
23:32,23:34,"We've got to rush, but help me find a cab",ما عجله داريم. ولي يه تاکسي برام پيدا کن اونوقت ممکنه شماره م رو بهت بدم
23:34,23:35,and I might give you my number.,ما عجله داريم. ولي يه تاکسي برام پيدا کن اونوقت ممکنه شماره م رو بهت بدم
23:35,23:37,Of course. Yeah.,البته باشه
23:37,23:38,Or I might not. Haven't decided yet. So...,..يا ممکنه ندم. هنوز تصميم نگرفتم، پس
23:38,23:40,I have. It's not gonna happen.,تصميم گرفتم. از اين خبرا نيست
24:07,24:09,Hi. Hi.,سلام - سلام -
24:10,24:12,Where's...,...کجاست - ...اون و جي رفتن -
24:12,24:13,Oh. She and Jay just...,...کجاست - ...اون و جي رفتن -
24:13,24:16,She took him to... I don't know.,...بردش که نميدونم
24:16,24:17,Right.,درسته
24:17,24:19,"Oh, well, I guess I'd better...",...اوه خب، فکر کنم بهتر باشه که
24:19,24:23,Would it be very wrong if I asked you for your number?,کار اشتباهيه اگه ازت بخوام که شماره ت رو بهم بدي؟
24:25,24:26,No.,نه
24:26,24:29,Just in case I ever had to call you about...,...فقط برا وقتيکه خواستم يه موقع بهت زنگ بزنم درباره ي
24:30,24:31,Stuff? Mmm-hmm.,چيز ميزا
24:32,24:33,Okay.,باشه
24:37,24:39,Would you...,...ميشه
24:39,24:41,It's Mary.,مري هستم
24:41,24:42,Mary.,مري
24:44,24:45,Okay.,باشه
24:46,24:48,"I thought this phone was old and shit,",فکر ميکردم اين تلفن قديمي و مزخرفه
24:49,24:51,but suddenly it's my most valuable possession.,ولي يک دفعه باارزش ترين دارايي منه
24:52,24:54,You really like me?,واقعا ازم خوشت مياد؟
24:56,24:58,Even my frock?,حتي از لباس فراکم؟
24:58,25:00,I love your frock.,عاشق فراکت هستم
25:01,25:05,And my hair? It's not too brown?,و موم؟ زياد قهوه اي نيست؟
25:05,25:07,I love brown.,من عاشق قهوه اي هستم
25:08,25:10,My fringe is new.,تازه چتريش کردم
25:10,25:12,The fringe is perfect. Fringe is the best bit.,چتري عاليه، چتري بهترين مدله
25:12,25:13,Mary!,مري
25:13,25:16,We have to go! I found a cab and his dodgy friend is about to assault me.,بايد بريم. يه تاکسي پيدا کردم و دوست ابلهش ميخواد بهم تجاوز کنه
25:17,25:19,"Okay, I'm coming.",باشه. باشه دارم ميام
25:19,25:21,Two seconds.,دو ثانيه ديگه
25:22,25:23,I hope I see you again.,اميدوارم دوباره ببينمت
25:24,25:25,You Will.,مي‌ببيني
25:26,25:28,Okay. Good.,باشه، خوبه
25:30,25:31,Goodnight.,شب بخير - شب بخير -
25:32,25:33,Goodnight.,شب بخير - شب بخير -
26:10,26:12,What's happened?,چه اتفاقي افتاد؟
26:12,26:14,"What have you done, you poor thing?",چه بلايي سر خودت آوردي، بيچاره؟
26:15,26:18,Nothing. It's just a flesh wound.,هيچي. فقط يه زخم سطحيه
26:18,26:19,Here. Thank you.,بگير - ممنون -
26:23,26:25,"You may remember, my play opened tonight.",ممکنه يادت باشه که امشب افتتاحيه نمايشم بود
26:25,26:27,"Oh, my God, yes. How did it go?",واي خداي من آره، چطور پيش رفت؟
26:27,26:29,Well. It went well.,خب. خوب پيش رفت
26:29,26:33,You could tell in the room a masterpiece was being unfurled.,،طبق جوي که سالن نمايش داشت ميشد بگي که يه شاهکار از آب در اومده
26:33,26:35,Really? Really.,واقعا؟ - واقعا -
26:35,26:38,"Until, and this is the crucial plot point, I think,",تاوقتيکه و فکرکنم اين نکته ي کليدي باشه
26:38,26:43,until the lead actor had the most massive dry in the history of theatre.,تاوقتيکه بازيگر اصلي بزرگترين خشک زدن تو صحنه در تاريخ همه تئاتر ها بهش دست داد
26:43,26:45,"No, no, no. Yes, yes, yes.",اوه نه نه نه - آره آره آره -
26:46,26:48,He didn't just forget his lines.,فقط ديالوگ هاش يادش نرفت
26:48,26:50,He forgot his lines to the extent,....جوري ديالوگ هاش رو فراموش کرد که
26:50,26:52,that no actor has ever forgotten their lines,...هيچ بازيگرتا حالا اين چنين ديالوگ هاش رو
26:52,26:55,before in the annals of dramatic art.,در تاريخچه ي هنر نمايشي، فراموش نکرده بود
26:55,26:59,"The reviews won't say, ""Major masterpiece gets unveiled,""",نقد ها هم طوري نيست که بگن ' از شاهکاري برجسته پرده برداري شد '
26:59,27:02,"they'll say, ""Major actor gets Alzheimer's.""",:ميگن ' بازيگر اصلي نمايش آلزايمر گرفت '
27:03,27:04,It's a disaster.,يه فاجعه ست
27:05,27:07,Is an understatement.,کتمان حقيقته
27:08,27:13,"It's the Titanic of play openings, but with no survivors.",،تايتانيک افتتاحيه نمايش بود ولي بدون هيچ بازمانده اي
27:13,27:16,"No women, no children,",نه زني، نه بچه اي
27:16,27:18,not even Kate Winslet.,نه حتي کيت وينسلت هم زنده نموند
27:19,27:20,All dead.,همه شون مردن
27:22,27:24,Okay. I'll see what I can do.,باشه. ببينم چه کاري از دستم بر مياد
27:24,27:25,What does that mean?,منظورت چيه؟
27:26,27:28,What are you gonna do? Ring up every critic,..ميخواي چکار کني؟ به همه منتقد هاي
27:28,27:30,in London and offer them a blowjob,...لندن زنگ بزني و بگي براشون ساک ميزني
27:30,27:35,if they ignore the fact that we sat in total silence for half an hour,اگه فراموش کنن که نيم ساعت کامل ،توي سکوت نشسته بوديم
27:35,27:40,waiting for a moron to remember one single line?,و منتظر بوديم که يه احمق يک ديالوگ رو به ياد بياره؟
27:40,27:42,Not quite that.,کاملا اين نه
27:58,27:59,Hello.,سلام
28:03,28:08,"Hello, Sir Tom. I'm a friend of Harry's. How's it going with the lines?",سلام . آقاي تام. من يکي از دوست هاي هري هستم به خاطر سپردن ديالوگ ها چطور پيش ميره؟
28:10,28:12,"I'm sorry, what do you mean ""the lines""?",شرمنده. منظورت از ديالوگ ها چيه؟
28:13,28:14,"It's just, you know, in the court scenes,",،فقط، ميدوني که تو صحنه دادگاه
28:14,28:17,some of those lines are pretty complex.,بعضي از اون ديالوگ ها کاملا پيچيده هستن
28:17,28:20,"And I just thought maybe it might be worth, you know,",--و فکر کردم شايد ارزشش رو داشته باشه ...ميدوني که
28:20,28:22,having one last look at the lines,..قبل از اينکه بري رو صحنه
28:22,28:25,before you go on. A little refresher.,يه بار ديگه ديالوگ هارو نگاه کني يک يادآوري دوباره
28:26,28:29,Fuck off out of here.,گورتو از اينجا گم کن
28:29,28:34,You arsing lunatic. Get out! You ginger twerp. Go on!,ديوونه زنجيري، گمشو بيرون عوضي حرومي، بدو بينم
28:34,28:35,Patronising piece of...,...کثافت آشغال
28:47,28:50,And now the Defence.,،و حالا وکيل مدافع
29:00,29:05,I have lived many weary years...,...من سالهاي زيادي رو سپري کردم
29:05,29:07,"It's brilliant. ...but never,",محشره - ،ولي هيچوقت -
29:07,29:11,"in that long catalogue of wasted time,",،در اين مدت زماني که هدر رفته
29:12,29:17,have I ever seen such an atrocious miscarriage of justice.,همچين بي عدالتي ستمگرانه اي در عدالت نديدم
29:22,29:26,Do the Prosecution have anything final to add?,دادستان حرف ديگه اي داره که اضافه کنه؟
30:11,30:13,"Sorry, excuse me. Sorry.",ببخشيد، متاسفم، ببخشيد
30:20,30:25,Do the Prosecution have anything final to add?,دادستان حرف ديگه اي داره که اضافه کنه؟
30:32,30:33,Psst!,پيس
30:40,30:41,Gentlemen...,...آقايون
30:44,30:45,"Gentlemen,",آقايون
30:45,30:50,I regard today's proceedings with the utmost gravity.,من با حداکثر متانت، شرح حال اين دادگاه رو ملاحظه کردم
30:50,30:52,"Nevertheless,",،با اينوجود
30:52,30:55,let us be clear of one,...بذاريد يک چيز
30:57,31:00,simple and salient thing.,ساده و برجسته رو روشن کنيم
31:03,31:05,It is the life,...و آن، زندگي
31:05,31:07,of a guilty man!,يک مرد گناهکار است
31:18,31:22,One of the actors appeared to have actually fallen asleep...,يکي از بازيگرها به نظر ميرسيد ...که به خواب رفته
31:22,31:26,"Oh, here's the little prick who walked out halfway through.",اوه، اينم همون عوضي که وسط نمايش ول کرد و رفت
31:26,31:28,"You missed the best scene, you little twerp.",بهترين صحنه رو از دست دادي، عوضي کوچولو
31:28,31:29,Sorry.,شرمنده
31:29,31:31,What did you think of the set?,نظرت راجع به مجموعه چي بود؟
31:32,31:33,I thought it was incredible.,به نظر من که باورنکردني بود
31:33,31:36,Did you? I didn't. Too brown.,جدي؟ من اينطور فکر نميکنم خيلي قهوه اي بود
31:39,31:41,Mary!,مري
31:43,31:44,"Oh, no.",اوه نه
31:45,31:47,She's gone.,رفته
32:02,32:06,Two girls in earlier tonight. One of them the prettiest girl in the world.,،دوتا دختر در اوايل امشب اومده بودن اينجا ،يکي شون قشنگ ترين دختر دنيا بود
32:06,32:10,The other one like a sort of nice prostitute. Did you get their names?,اسمشون رو گرفتين؟
32:10,32:14,"Oh, yes. They left a while ago. Let's see.",آره، چند وقت پيش از اينجا رفتن
32:15,32:17,"No, I'm afraid they were walk-ins",...نه، متاسفانه سر زده اومده بودن
32:17,32:20,and it appears they paid by cash.,و به نظر ميرسه که نقدي پرداخت کردن
32:20,32:22,"Sorry, sir.",شرمنده قربان
32:22,32:24,"Oh, that's okay. That's fine, it's brilliant.",اوه مشکلي نيست اشکال نداره، عالي بود
32:24,32:27,It's just the end of my life. Thanks so much.,فقط آخر زندگي منه خيلي ممنون
32:49,32:51,"Cheer up, mate.",شاد باش، داداش
32:51,32:55,"Apparently, you're living with Britain's greatest living playwright.",ظاهرا، داري با بهترين نمايش‌نامه نويس بريتانيا زندگي ميکني
32:55,32:57,"I don't usually read them, obviously,",مشخصا من معمولا نمي‌خونمشون
32:57,32:58,but I couldn't resist this one.,ولي نميتونستم در مقابل اين ايستادگي کنم
32:58,33:03,"""Harry Chapman found guilty of genius.""",' هري چپمن، متهم به نبوغ '
33:10,33:12,I have to go out. Right now.,بايد برم بيرون، همين الان
33:12,33:13,Why?,چرا؟
33:13,33:15,She loves Kate Moss.,اون عاشق کيت ماسه
33:59,34:00,"Thanks for keeping me company, Kittle.",ممنون براي اينکه همراهم اومدي، کيتي
34:01,34:02,Nothing better to do.,کار بهتري نداشتم
34:02,34:03,How's Jimmy?,جيمي چطوره؟
34:04,34:05,Dumped me.,ولم کرده
34:05,34:06,Ugh. Not again.,اوه، دوباره ديگه نه
34:06,34:08,And work? They've sacked me.,و کار؟ - اخراجم کردن -
34:08,34:09,Idiots.,احمق ها
34:09,34:11,Coffee? Please.,قهوه؟ - لطفا -
34:12,34:15,I've only just noticed this cat in this picture. See that cat?,تازه متوجه شدم که تو اين تصوير يه گربه هستش اون گربه رو ميبيني؟
34:15,34:18,I do see that cat. It's very good.,اون گربه رو مي‌بينم خيلي خوبه
34:19,34:20,"Oh, my God.",واي خداي من
34:21,34:23,"Oh, my God!",خداي من
34:23,34:24,What?,چيه؟
34:24,34:26,It's her.,خودشه
34:28,34:29,It's her!,خودشه
34:30,34:32,That's her!,خودشه
34:33,34:34,Shh!,شش
34:37,34:39,"You go, girl.",برو سراغش
34:51,34:52,Sorry.,شرمنده
34:53,34:55,Hi. Hi.,سلام - سلام -
34:57,34:58,How are you?,چطوري؟
34:59,35:01,I'm... I'm fine.,خوبم
35:02,35:04,It's so good to see you.,خيلي از ديدنت خوشحالم
35:04,35:06,Um... We've never met before.,تا حالا همديگه رو نديديم
35:07,35:09,"Oh, no, fuck.",اوه نه، لعنتي
35:10,35:12,"No, of course we haven't. No.",نه، معلومه که نديديم - نه -
35:12,35:15,"Sorry, I think you've mistaken me for someone else.",شرمنده، فکر کنم منو با يکي ديگه اشتباه گرفتين
35:15,35:17,"No, no, no.",نه نه نه
35:18,35:19,Your name's Mary.,اسمت مري هست ديگه
35:21,35:23,That's distinctly weird.,اين خيلي عجيب غريبه
35:23,35:25,How do you know that?,اينو از کجا ميدوني؟
35:26,35:28,"Well, you look like a Mary.",خب، بهت ميخوره اسمت مري باشه
35:29,35:30,In what way?,از چه نظر؟
35:30,35:31,My mum's called Mary.,اسم مادرم مري هست
35:32,35:33,I look like your mother?,من شبيه مادرت هستم؟
35:34,35:36,No. You're much prettier.,نه. خيلي قشنگ تري
35:39,35:40,"It's a nice fringe, by the way.",ضمنا چتري قشنگي داري
35:40,35:42,"God, it's new and",...خدايا، جديده و
35:42,35:44,probably too short but... No.,..احتمالا خيلي کوتاه - نه -
35:44,35:47,"Well, gee, thank you and",... خب، خدايا، ممنون و
35:47,35:49,"listen, it was really nice to meet you.",واقعا از ديدنت خوشحال شدم
35:50,35:53,I should probably go because my friend's waiting for me,...احتمالا ديگه بايد برم، چون دوستم منتظرم هستش
35:53,35:56,"and you're a, you're a total stranger.",و تو کاملا برام غريبه اي
35:56,35:57,Total stranger.,يه غريبه تمام عيار
35:57,35:59,"Yeah, it's crazy stuff.",آره باشه، خيلي ناجور شد
35:59,36:01,"Yeah, kind of. Okay.",آره، يه جورايي - باشه -
36:01,36:02,"Bye, Mary. Bye.",خدافظ مري - خدافظ -
36:06,36:07,"Oh, no.",اوه نه
36:07,36:08,How did it go?,چطور پيش رفت؟
36:08,36:09,It was very poor.,خيلي بد بود
36:09,36:10,"Very poor indeed, yeah.",بد؟ - واقعا که خيلي بد بود -
36:11,36:12,You gotta go again.,پس بايد دوباره بري
36:13,36:15,You can do it. Take two.,آره، برداشت دوم - از پسش برمياي -
36:18,36:22,She just always... She always looks different.,اون هميشه... هميشه متفاوت به نظر ميرسه
36:23,36:26,Sorry. It's me again.,شرمنده، دوباره منم
36:26,36:28,Hi. Sorry.,سلام - شرمنده -
36:28,36:30,"Joanna, this is...",...جوآنا، اين
36:31,36:32,Tim.,تيم
36:32,36:33,Hello. Nice to meet you.,سلام، خوشوقتم
36:36,36:39,Tim is a total stranger whose mother's name is Mary.,تيم کاملا يه غريبه ست، که اسم مادرش مري‌ـه
36:40,36:42,I just had a weird experience with Mary here,...آره، الان تجربه عجيبي با مري داشتم
36:42,36:45,of thinking she was someone else. But she wasn't.,از اينکه شخص ديگه اي هستش ولي نبود
36:45,36:49,But I just wondered if I could walk round with you,ولي، فقط تو اين فکر بودم اگه ميشه يه چند لحظه اي باهات قدم بزنم
36:50,36:54,for a while because my sister Kit Kat is about to leave...,برا يه مدتي، چون خواهرم کيت کت، ميخواد بره
36:54,36:55,Yeah.,آره
36:58,37:00,Bye. ...and...,خدافظ - ... و -
37:00,37:01,"And so,",و برا همين
37:02,37:04,I'm about to be quite lonely.,من ديگه تنهاي تنها ميشم
37:05,37:09,"Right. Well, I think we should probably say no.",درسته، خب فکر کنم ما احتمالا بايد جواب منفي بديم
37:10,37:13,"No, yes. But on the other hand, he's got a quite nice smile",اوه نه، آره، ولي از طرف ديگه ،لبخند خوبي داره
37:13,37:15,"and sort of, you know, fun hair.",و يه جورايي موهاش بامزه ست
37:17,37:18,Yeah.,آره
37:19,37:20,All right.,باشه
37:20,37:24,But you have to promise that you are not one of the following things.,ولي بايد بهم قول بدي که يکي از :اين چيزهايي که ميگم نيستي
37:25,37:26,"One, a lunatic.",يک: يک رواني
37:26,37:27,Yeah. No.,آره، نيستم
37:28,37:30,"Two, a fringe fetishist.",دو: عاشق مو چتري ها
37:31,37:34,I'm just Kate Moss's number one male fan.,من فقط مرد شماره يک طرفدار کيت ماس هستم
37:36,37:37,"Oh, God. Really?",اوه خدايا - جدي؟ -
37:37,37:39,"Yeah. God, yeah.",آره، معلومه که آره
37:39,37:42,Do you agree that the magic of her lies in her history?,موافق هستي که جادوش تو تاريخچه‌ش خوابيده
37:43,37:45,That the informality of her early shots,...که غيررسمي بودن عکس هاي اوليه‌ش
37:45,37:48,compared to this stuff so you just always know,...در مقايسه با اين چيزا، و هميشه اينو ميدوني که
37:48,37:50,"that, despite the high fashion, she's still just",...که، عليرغم مُد روز، اون هنوز فقط
37:50,37:54,that cheeky normal naked girl on the beach?,اون دختر لخت و ساده کنار ساحله؟
37:55,37:57,Couldn't have put it better myself.,ديگه بهتر از اين نميتونستم توصيفش کنم
37:57,38:01,That's absolutely it. I agree with that profoundly.,دقيقا همينطوره. عميقا با اين موافقم
38:01,38:02,Huh!,
38:02,38:03,Milk?,شير؟
38:03,38:04,Yes.,آره
38:04,38:06,Sugar? No.,شکر؟ - نه -
38:06,38:07,Boyfriend?,دوست پسر؟
38:07,38:08,Yes!,آره
38:09,38:11,"No. No, you don't have a boyfriend.",نه. نه، دوست پسر نداري
38:12,38:14,Do I not look like I'd have a boyfriend?,به نظر نميرسه که دوست پسر داشته باشم؟
38:15,38:16,Do I look like I'd never get a boyfriend?,من شبيه کسي هستم که هيچوقت - دوست پر گيرش نمياد؟         - نه
38:16,38:18,No. That's the rudest thing I've ever heard.,اين گستاخانه ترين چيزيه که تا حالا شنيدم
38:18,38:21,I didn't mean it like that. I just didn't expect...,نه، منظورم اين نبود ...فقط انتظار نداشتم که
38:22,38:24,Is it quite a new boyfriend?,يه دوست پسر جديده؟
38:24,38:25,Yes.,آره
38:26,38:28,There he is. Rupert.,اوناهاش، روپرت
38:29,38:31,Yes. He's so cute. Rupert?,آره، خيلي نازه - روپرت؟ -
38:31,38:32,"Hi, guys.",سلام بچه ها
38:33,38:34,"Sorry I'm late, with my dad.",شرمنده دير کردم، پيش پدرم بودم
38:36,38:37,"Hi, Rupee.",سلام روپي
38:38,38:39,"""Rupee""?",روپي؟
38:41,38:43,"Well, this is Tim and",..خب، اين تيم هست و
38:43,38:45,we don't know him at all.,اصلا نميشناسيمش
38:45,38:48,"Hey, I was thinking we could take in a film after this.",هي، تو اين فکر بودم که بعد از اين ميتونيم بريم يه فيلم ببينيم
38:48,38:50,"Get some mixed popcorn, share a Coke,",،يه کم چس فيل بگيريم نوشابه هم باهم بزنيم
38:50,38:51,snuggle. Okay.,بغل کنيم - باشه -
38:51,38:52,Okay.,باشه
38:54,38:56,When did you two meet? Exactly?,شما دوتا دقيقا کي باهم آشنا شدين؟
38:57,38:59,"Well, it was only a week ago, actually.",خب، راستش فقط همين يه هفته پيش بود
39:00,39:02,"It's all been a bit of a whirlwind, hasn't it, poochy face?",،مثل يه گردباد يه دفعه اي شد مگه نه قيافه توهم رفته؟
39:03,39:04,I'm gonna have to teach you what you can,بايد بهت ياد بدم که نميتوني جلو مردم اينجوري صدام کني
39:04,39:06,and can't say in front of people.,بايد بهت ياد بدم که نميتوني جلو مردم اينجوري صدام کني
39:06,39:07,"No ""poochy face""? No.",پس قيافه تو هم رفته نگم؟ - نه -
39:07,39:09,No. Definitely not.,نه، قطعا نگو
39:10,39:14,"Come on, then. More details about this wonderful first meeting?",بجنبين، ديگه. جزئيات بيشتري راجع به اين ملاقات اول شگفت انگيز بگين
39:14,39:15,"Okay, okay.",باشه باشه
39:15,39:17,"It was, um, what... Joanna?",...اين يه جوانا؟
39:18,39:19,"Oh, June 17th.",هفدهم ژوئن بود - آره -
39:19,39:21,And Jo was having a little party.,و جو يک پارتي کوچولو گرفته بود
39:22,39:25,"A living hell from which Rupert, thank God, rescued me.",يک جهنم واقعي که خداروشکر روپرت منو از اونجا نجات داد
39:25,39:27,And where was this terrible party?,و اين پارتي افتضاح کجا بود؟
39:27,39:29,My brothel of a flat.,آپارتمان و فاحشه خونه من
39:29,39:31,"Which is where, though? That's the question, isn't it.",که سوال اصلي اينه که کجاست، مگه نه؟
39:31,39:33,"What are you, a detective?",تو چي هستي، يه کارآگاه؟
39:33,39:35,"No, sorry, I've just got a very visual imagination.",نه شرمنده، من فقط تصورات بصري قوي دارم
39:35,39:37,I like to imagine stuff completely.,دوست دارم کاملا چيزهارو تصور کنم
39:39,39:43,"26 Courtfield Gardens, SW5. Around 8:30.",،کورت فيلد گرادنز بيست و ششم جاده جنوب غربي، حدود هاي ساعت 8:30
39:43,39:45,"Dress code, slutty. Will that do?",طرز لباس پوشيدن، هرزه گونه اين کارت رو راه ميندازه؟
39:46,39:47,"Absolutely, yes. Although I am wondering",...قطعا آره، گرچه تو اين فکرم که
39:47,39:51,"when you got there, Rupert. Early, late?",تو کي رسيدي اونجا روپرت زود، ديروقت؟
39:51,39:54,"On time, I think. True love was calling.",سرموقع فکر کنم، عشق حقيقي منو فرا خونده بود
39:54,39:56,"Oh, God.",خدايا
39:56,39:58,I actually feel a bit sick now. Just these,...راستش الان يه ذره احساس ناخوشي ميکنم. فقط به خاطر
39:59,40:01,"muffins, I think. Never trust a blueberry.",،اين مافن ها هستش فکر کنم هيچوقت به ذغال اخته اعتماد نکنين
40:02,40:04,"Okay, I'll be back in a tick.",باشه. سريع برميگردم
40:05,40:07,You two are such a lovely couple.,شما دوتا زوج دوست داشتني هستيد
40:12,40:13,Bit weird.,يه ذره عجيب غريبه
40:13,40:14,He's cute.,نازه
40:14,40:15,I like him.,ازش خوشم مياد
40:15,40:16,"Yeah, me too.",آره، منم همينطور
40:48,40:50,"Oh, hello. Do I know you?",سلام. شمارو ميشناسم؟
40:50,40:53,"No, no, no. I'm a friend of Mary's.",نه نه نه، من دوست مري هستم
40:54,40:58,"She has another friend? Gosh, you amaze me. But hooray.",يه دوست ديگه داره؟ خدايا منو شگفت زده کردي، ولي خيله خب
40:58,40:59,Ooh. Hotdog?,اوه، هات داگ؟
41:00,41:01,Took me hours. Made them myself.,ساعت ها وقتم رو گرفت، خودم درستشون کردم
